video_id,path,duration
722,/videos/2020-02-04/mathematician-beekeepers-long.mp4,32
427,/videos/2020-02-01/babouche-footwears-short.mp4,28
877,/root/bucket3/babouche-footwears-long.mp4,57
1852,/videos/2020-02-02/guanazolos-suburbanized-short.mp4,16
1373,/videos/2020-02-01/guanazolos-suburbanized-long.mp4,36
1046,/root/bucket2/remanences-croquignole-short.mp4,11
1887,/root/bucket2/remanences-croquignole-long.mp4,50
1460,/videos/2020-02-03/triggering-lassitude-short.mp4,28
168,/videos/2020-02-01/triggering-lassitude-long.mp4,39
1308,/root/bucket1/henges-thatness-short.mp4,6
1164,/videos/2020-02-04/henges-thatness-long.mp4,39
585,/root/bucket2/bigfoots-epispore-short.mp4,6
1893,/root/bucket3/bigfoots-epispore-long.mp4,42
312,/videos/2020-02-04/forlana-demivolte-short.mp4,11
285,/root/bucket1/forlana-demivolte-long.mp4,48
1753,/root/bucket1/cystitides-protoxids-short.mp4,23
1230,/media/cystitides-protoxids-long.mp4,52
1462,/media/employing-batsman-short.mp4,6
339,/root/bucket2/employing-batsman-long.mp4,33
1757,/root/bucket3/sesquiplicate-canalizations-short.mp4,21
1978,/videos/2020-02-04/sesquiplicate-canalizations-long.mp4,29
1584,/videos/2020-02-04/midsts-ambulatorily-short.mp4,19
48,/root/bucket1/midsts-ambulatorily-long.mp4,38
1841,/videos/2020-02-04/bellocked-adorably-short.mp4,11
1755,/root/bucket4/bellocked-adorably-long.mp4,45
1019,/root/bucket4/aviatrixes-unheededly-short.mp4,5
1973,/root/bucket5/aviatrixes-unheededly-long.mp4,40
18,/videos/2020-02-02/ridglings-windsock-short.mp4,25
1346,/root/bucket3/ridglings-windsock-long.mp4,44
195,/root/bucket5/treponemal-reseau-short.mp4,15
1549,/media/treponemal-reseau-long.mp4,55
460,/root/bucket5/postvasectomy-lubrical-short.mp4,27
1354,/videos/2020-02-01/postvasectomy-lubrical-long.mp4,52
1358,/root/bucket4/manatu-semillon-short.mp4,20
1500,/root/bucket3/manatu-semillon-long.mp4,31
270,/videos/2020-02-04/checkroom-graffiting-short.mp4,20
668,/root/bucket2/checkroom-graffiting-long.mp4,54
288,/root/bucket2/weisenheimer-paronymic-short.mp4,16
829,/videos/2020-02-02/weisenheimer-paronymic-long.mp4,34
257,/videos/2020-02-03/greenbackism-wheelbarrowing-short.mp4,19
911,/videos/2020-02-02/greenbackism-wheelbarrowing-long.mp4,56
52,/videos/2020-02-04/moldier-subtilizations-short.mp4,30
1486,/root/bucket2/moldier-subtilizations-long.mp4,38
205,/videos/2020-02-02/refutal-heterocyclics-short.mp4,24
1874,/videos/2020-02-01/refutal-heterocyclics-long.mp4,26
1694,/root/bucket5/nonreproductive-ravines-short.mp4,9
1530,/root/bucket5/nonreproductive-ravines-long.mp4,43
1689,/videos/2020-02-01/applies-aerobic-short.mp4,6
308,/videos/2020-02-03/applies-aerobic-long.mp4,27
939,/videos/2020-02-04/semitone-nonmobile-short.mp4,18
1106,/root/bucket5/semitone-nonmobile-long.mp4,55
992,/videos/2020-02-02/ecstasising-zootechnical-short.mp4,17
182,/videos/2020-02-04/ecstasising-zootechnical-long.mp4,46
239,/videos/2020-02-01/tabu-lunchrooms-short.mp4,30
188,/root/bucket5/tabu-lunchrooms-long.mp4,46
1305,/root/bucket2/county-postpuberty-short.mp4,14
344,/root/bucket5/county-postpuberty-long.mp4,29
372,/root/bucket3/knelled-hamada-short.mp4,16
936,/media/knelled-hamada-long.mp4,52
403,/root/bucket3/pyloruses-retested-short.mp4,8
776,/media/pyloruses-retested-long.mp4,35
1274,/media/spumone-mistrusting-short.mp4,24
1909,/videos/2020-02-02/spumone-mistrusting-long.mp4,41
1342,/videos/2020-02-04/accorders-rockery-short.mp4,22
1246,/root/bucket3/accorders-rockery-long.mp4,26
680,/videos/2020-02-03/demodulator-justers-short.mp4,17
534,/root/bucket2/demodulator-justers-long.mp4,43
1491,/videos/2020-02-03/brawer-utterableness-short.mp4,27
353,/root/bucket5/brawer-utterableness-long.mp4,29
533,/root/bucket3/effortlessnesses-deaminizing-short.mp4,23
505,/videos/2020-02-01/effortlessnesses-deaminizing-long.mp4,40
351,/root/bucket5/qins-outquotes-short.mp4,23
1775,/videos/2020-02-03/qins-outquotes-long.mp4,49
395,/root/bucket5/miniaturizes-beacon-short.mp4,29
1021,/videos/2020-02-01/miniaturizes-beacon-long.mp4,41
1047,/root/bucket1/lumme-nonconducting-short.mp4,30
357,/root/bucket5/lumme-nonconducting-long.mp4,55
1147,/root/bucket2/patrialize-seedless-short.mp4,10
1539,/videos/2020-02-02/patrialize-seedless-long.mp4,26
1786,/root/bucket5/medick-resocialised-short.mp4,12
1122,/root/bucket5/medick-resocialised-long.mp4,46
1561,/root/bucket5/hypocist-chouse-short.mp4,5
814,/videos/2020-02-02/hypocist-chouse-long.mp4,44
934,/root/bucket1/singers-loerie-short.mp4,16
745,/root/bucket4/singers-loerie-long.mp4,42
653,/root/bucket5/constructure-metaplastic-short.mp4,12
301,/videos/2020-02-01/constructure-metaplastic-long.mp4,48
221,/videos/2020-02-02/subtilizer-brughs-short.mp4,16
660,/media/subtilizer-brughs-long.mp4,34
429,/videos/2020-02-01/bilbo-cachinnates-short.mp4,6
1473,/videos/2020-02-02/bilbo-cachinnates-long.mp4,58
675,/root/bucket2/reuttering-shadowcastings-short.mp4,30
374,/root/bucket3/reuttering-shadowcastings-long.mp4,30
410,/root/bucket5/latte-passados-short.mp4,24
1563,/videos/2020-02-04/latte-passados-long.mp4,59
438,/root/bucket2/dimethyltryptamines-monotone-short.mp4,16
1326,/media/dimethyltryptamines-monotone-long.mp4,48
925,/videos/2020-02-01/ohm-snogs-short.mp4,26
1432,/root/bucket4/ohm-snogs-long.mp4,38
341,/root/bucket2/branded-surefootedly-short.mp4,16
1863,/root/bucket1/branded-surefootedly-long.mp4,55
624,/videos/2020-02-03/subspecialists-carnalizing-short.mp4,5
1933,/root/bucket3/subspecialists-carnalizing-long.mp4,60
1963,/videos/2020-02-03/unilinear-villagers-short.mp4,6
1097,/videos/2020-02-02/unilinear-villagers-long.mp4,40
363,/videos/2020-02-02/resaws-seraphins-short.mp4,16
1784,/root/bucket2/resaws-seraphins-long.mp4,34
1334,/videos/2020-02-03/indew-sultana-short.mp4,18
159,/videos/2020-02-03/indew-sultana-long.mp4,27
1695,/videos/2020-02-04/boshboks-decarburize-short.mp4,22
1470,/root/bucket1/boshboks-decarburize-long.mp4,41
823,/videos/2020-02-01/saltness-savates-short.mp4,14
1932,/videos/2020-02-03/saltness-savates-long.mp4,53
441,/videos/2020-02-04/homologation-boyfriend-short.mp4,5
1880,/videos/2020-02-01/homologation-boyfriend-long.mp4,29
1060,/root/bucket4/hardly-pingler-short.mp4,19
393,/root/bucket1/hardly-pingler-long.mp4,25
291,/videos/2020-02-01/familiarisers-incurved-short.mp4,5
431,/root/bucket5/familiarisers-incurved-long.mp4,33
1231,/videos/2020-02-04/unequalled-colleger-short.mp4,7
1612,/videos/2020-02-03/unequalled-colleger-long.mp4,39
235,/root/bucket2/dimerise-bawls-short.mp4,17
1762,/root/bucket5/dimerise-bawls-long.mp4,29
1001,/videos/2020-02-01/cariousnesses-superqualities-short.mp4,5
1678,/videos/2020-02-03/cariousnesses-superqualities-long.mp4,33
966,/videos/2020-02-01/overcloying-beadiest-short.mp4,10
1848,/videos/2020-02-03/overcloying-beadiest-long.mp4,27
1994,/root/bucket3/verifying-galabieh-short.mp4,16
682,/root/bucket1/verifying-galabieh-long.mp4,53
1304,/videos/2020-02-04/associabilities-impenetrated-short.mp4,18
1661,/videos/2020-02-04/associabilities-impenetrated-long.mp4,59
84,/videos/2020-02-02/fixities-madtom-short.mp4,30
1731,/videos/2020-02-03/fixities-madtom-long.mp4,31
1223,/root/bucket2/basidiospores-flutinas-short.mp4,26
47,/videos/2020-02-02/basidiospores-flutinas-long.mp4,48
1217,/videos/2020-02-02/emfs-swoffer-short.mp4,20
595,/root/bucket4/emfs-swoffer-long.mp4,60
462,/root/bucket5/beccaficos-politenesses-short.mp4,18
775,/videos/2020-02-03/beccaficos-politenesses-long.mp4,50
1935,/root/bucket4/inburning-microbarographs-short.mp4,22
164,/root/bucket5/inburning-microbarographs-long.mp4,49
377,/root/bucket1/obtends-bejeweling-short.mp4,8
1025,/videos/2020-02-04/obtends-bejeweling-long.mp4,32
1976,/root/bucket4/doobries-spriteliest-short.mp4,18
1673,/root/bucket2/doobries-spriteliest-long.mp4,40
489,/videos/2020-02-03/catamenia-forebodingness-short.mp4,8
781,/media/catamenia-forebodingness-long.mp4,33
307,/root/bucket2/scaremonger-epizoite-short.mp4,5
191,/videos/2020-02-03/scaremonger-epizoite-long.mp4,52
469,/videos/2020-02-01/neuroplasm-scalloping-short.mp4,12
1212,/root/bucket2/neuroplasm-scalloping-long.mp4,44
158,/videos/2020-02-04/abdicated-midbrain-short.mp4,12
1236,/videos/2020-02-02/abdicated-midbrain-long.mp4,35
918,/videos/2020-02-04/propylaeum-consulters-short.mp4,25
1029,/root/bucket3/propylaeum-consulters-long.mp4,32
1650,/videos/2020-02-01/bard-kottaboses-short.mp4,18
1397,/media/bard-kottaboses-long.mp4,43
1388,/root/bucket1/unwomans-streptothricin-short.mp4,20
1226,/videos/2020-02-03/unwomans-streptothricin-long.mp4,54
528,/videos/2020-02-03/langouste-scourged-short.mp4,24
1827,/root/bucket5/langouste-scourged-long.mp4,31
1389,/root/bucket1/jambee-tee-short.mp4,20
1395,/root/bucket2/jambee-tee-long.mp4,29
1030,/videos/2020-02-02/roughcast-untrueness-short.mp4,15
493,/root/bucket1/roughcast-untrueness-long.mp4,28
295,/root/bucket2/musicotherapies-decretive-short.mp4,28
622,/videos/2020-02-01/musicotherapies-decretive-long.mp4,38
840,/media/dilutees-spicate-short.mp4,19
1888,/root/bucket2/dilutees-spicate-long.mp4,58
783,/root/bucket2/mooly-hitchhikers-short.mp4,8
838,/videos/2020-02-04/mooly-hitchhikers-long.mp4,60
790,/media/whitewashed-oversteer-short.mp4,5
1087,/root/bucket2/whitewashed-oversteer-long.mp4,48
923,/videos/2020-02-03/illegible-viameter-short.mp4,15
728,/root/bucket2/illegible-viameter-long.mp4,58
1426,/root/bucket5/secularizers-ophiomorph-short.mp4,7
1853,/videos/2020-02-02/secularizers-ophiomorph-long.mp4,56
736,/videos/2020-02-02/amooving-colotomy-short.mp4,24
583,/media/amooving-colotomy-long.mp4,49
575,/videos/2020-02-04/cerium-multicentric-short.mp4,28
109,/root/bucket1/cerium-multicentric-long.mp4,26
944,/videos/2020-02-02/slipnooses-hissers-short.mp4,12
1594,/videos/2020-02-03/slipnooses-hissers-long.mp4,53
834,/videos/2020-02-01/chymes-polytonality-short.mp4,26
842,/root/bucket5/chymes-polytonality-long.mp4,58
1801,/videos/2020-02-04/maunds-counterdemonstrates-short.mp4,22
316,/videos/2020-02-03/maunds-counterdemonstrates-long.mp4,49
988,/videos/2020-02-04/amphioxuses-stipuled-short.mp4,8
710,/videos/2020-02-01/amphioxuses-stipuled-long.mp4,54
702,/root/bucket1/gastrotrich-plumpiest-short.mp4,30
573,/media/gastrotrich-plumpiest-long.mp4,53
511,/videos/2020-02-02/interplead-mythomaniac-short.mp4,21
1917,/videos/2020-02-03/interplead-mythomaniac-long.mp4,37
808,/root/bucket4/perscrutations-kenosises-short.mp4,11
1263,/videos/2020-02-03/perscrutations-kenosises-long.mp4,35
414,/root/bucket3/deglaciated-multihued-short.mp4,12
1513,/root/bucket3/deglaciated-multihued-long.mp4,47
687,/media/outdoers-imposthumated-short.mp4,26
1043,/root/bucket4/outdoers-imposthumated-long.mp4,25
132,/videos/2020-02-03/moistened-resolutes-short.mp4,10
320,/videos/2020-02-04/moistened-resolutes-long.mp4,39
203,/videos/2020-02-03/incommutability-chromed-short.mp4,13
1919,/root/bucket3/incommutability-chromed-long.mp4,44
1918,/videos/2020-02-04/cytoskeletons-includes-short.mp4,30
1391,/root/bucket2/cytoskeletons-includes-long.mp4,50
58,/media/quillaja-receptivity-short.mp4,23
1927,/root/bucket2/quillaja-receptivity-long.mp4,29
1045,/videos/2020-02-01/gliffings-superb-short.mp4,22
391,/videos/2020-02-03/gliffings-superb-long.mp4,52
1814,/media/birdhouses-precisians-short.mp4,16
1402,/root/bucket1/birdhouses-precisians-long.mp4,44
1847,/videos/2020-02-04/socializes-organologies-short.mp4,21
311,/root/bucket3/socializes-organologies-long.mp4,50
224,/videos/2020-02-01/vagrancies-badinaged-short.mp4,15
1760,/root/bucket4/vagrancies-badinaged-long.mp4,55
935,/videos/2020-02-03/marriers-stalks-short.mp4,15
201,/root/bucket5/marriers-stalks-long.mp4,49
1865,/videos/2020-02-03/ecoterrorism-doggedness-short.mp4,10
832,/videos/2020-02-01/ecoterrorism-doggedness-long.mp4,28
396,/root/bucket1/clypeiform-unclassifiable-short.mp4,11
1333,/root/bucket4/clypeiform-unclassifiable-long.mp4,38
1425,/root/bucket2/pheon-frequences-short.mp4,29
751,/videos/2020-02-03/pheon-frequences-long.mp4,45
1870,/media/scorper-rared-short.mp4,19
151,/root/bucket1/scorper-rared-long.mp4,32
1216,/videos/2020-02-01/vulcanologists-forthcome-short.mp4,24
1571,/root/bucket4/vulcanologists-forthcome-long.mp4,45
1027,/videos/2020-02-01/importable-landgrab-short.mp4,16
1716,/videos/2020-02-01/importable-landgrab-long.mp4,38
242,/root/bucket3/aubergine-tusking-short.mp4,30
134,/videos/2020-02-04/aubergine-tusking-long.mp4,44
584,/root/bucket4/turaco-mentorings-short.mp4,20
1102,/videos/2020-02-01/turaco-mentorings-long.mp4,36
690,/root/bucket3/befriender-predigestion-short.mp4,23
276,/videos/2020-02-01/befriender-predigestion-long.mp4,43
1672,/media/extensionalism-greenmailer-short.mp4,14
1751,/videos/2020-02-02/extensionalism-greenmailer-long.mp4,51
1225,/videos/2020-02-01/achlorhydria-charlotte-short.mp4,12
788,/videos/2020-02-03/achlorhydria-charlotte-long.mp4,30
1488,/media/hikoiing-parasitologist-short.mp4,20
1186,/root/bucket3/hikoiing-parasitologist-long.mp4,51
1364,/root/bucket3/stigmatiser-preplaces-short.mp4,23
1864,/videos/2020-02-04/stigmatiser-preplaces-long.mp4,46
952,/root/bucket3/pillorise-deciphering-short.mp4,27
1148,/root/bucket3/pillorise-deciphering-long.mp4,60
1891,/videos/2020-02-03/glutenins-predominant-short.mp4,29
960,/root/bucket3/glutenins-predominant-long.mp4,39
1883,/videos/2020-02-01/whiplashes-intermediators-short.mp4,21
1475,/media/whiplashes-intermediators-long.mp4,42
1524,/root/bucket2/scorers-trousseau-short.mp4,22
574,/root/bucket4/scorers-trousseau-long.mp4,44
770,/root/bucket1/urson-repulser-short.mp4,22
1866,/media/urson-repulser-long.mp4,50
815,/videos/2020-02-04/pertinency-strontia-short.mp4,13
413,/root/bucket3/pertinency-strontia-long.mp4,40
816,/media/stance-unsparred-short.mp4,8
1980,/videos/2020-02-02/stance-unsparred-long.mp4,28
1245,/videos/2020-02-04/underkeeper-condors-short.mp4,8
655,/videos/2020-02-03/underkeeper-condors-long.mp4,27
1830,/root/bucket2/halfwitted-steganographs-short.mp4,22
725,/media/halfwitted-steganographs-long.mp4,53
553,/root/bucket3/sironizing-begnaw-short.mp4,10
329,/videos/2020-02-01/sironizing-begnaw-long.mp4,33
1759,/root/bucket4/escortage-postliminious-short.mp4,29
1988,/root/bucket2/escortage-postliminious-long.mp4,32
1682,/videos/2020-02-01/dissemination-upwardness-short.mp4,16
22,/root/bucket4/dissemination-upwardness-long.mp4,56
233,/videos/2020-02-04/manjack-intenerates-short.mp4,19
1517,/media/manjack-intenerates-long.mp4,31
1907,/videos/2020-02-01/routed-momzers-short.mp4,9
753,/videos/2020-02-04/routed-momzers-long.mp4,45
178,/root/bucket3/minutely-nostoc-short.mp4,23
1440,/root/bucket2/minutely-nostoc-long.mp4,57
843,/root/bucket2/veneer-rekeyboarding-short.mp4,28
1614,/videos/2020-02-03/veneer-rekeyboarding-long.mp4,40
141,/videos/2020-02-02/hoodia-sociopaths-short.mp4,12
1958,/root/bucket5/hoodia-sociopaths-long.mp4,37
865,/root/bucket1/coxal-trammel-short.mp4,18
556,/videos/2020-02-02/coxal-trammel-long.mp4,34
766,/root/bucket5/skeining-spellings-short.mp4,27
1656,/videos/2020-02-04/skeining-spellings-long.mp4,58
453,/videos/2020-02-02/boobyish-entombed-short.mp4,24
1417,/videos/2020-02-03/boobyish-entombed-long.mp4,58
1341,/root/bucket1/outmantles-invertor-short.mp4,7
1371,/root/bucket1/outmantles-invertor-long.mp4,58
933,/root/bucket2/beastly-clitella-short.mp4,8
1791,/videos/2020-02-02/beastly-clitella-long.mp4,48
1035,/root/bucket2/pelorias-madrepore-short.mp4,21
812,/videos/2020-02-02/pelorias-madrepore-long.mp4,41
1316,/root/bucket3/tirednesses-adjoin-short.mp4,29
955,/root/bucket2/tirednesses-adjoin-long.mp4,54
117,/root/bucket2/squalors-audiograph-short.mp4,16
536,/root/bucket2/squalors-audiograph-long.mp4,34
1367,/videos/2020-02-02/operagoers-banderilleros-short.mp4,27
883,/root/bucket5/operagoers-banderilleros-long.mp4,48
1886,/videos/2020-02-02/corybant-kipp-short.mp4,25
1353,/videos/2020-02-01/corybant-kipp-long.mp4,55
1550,/media/oiks-expectedness-short.mp4,25
1904,/root/bucket2/oiks-expectedness-long.mp4,39
594,/root/bucket4/overbearing-cadie-short.mp4,19
1670,/videos/2020-02-04/overbearing-cadie-long.mp4,57
518,/root/bucket4/footered-vespertinal-short.mp4,19
194,/videos/2020-02-03/footered-vespertinal-long.mp4,40
61,/videos/2020-02-01/otiosities-benzols-short.mp4,30
1169,/videos/2020-02-04/otiosities-benzols-long.mp4,40
1849,/media/lumpinesses-pursing-short.mp4,10
1660,/videos/2020-02-02/lumpinesses-pursing-long.mp4,43
1098,/media/subatoms-tweezed-short.mp4,6
1137,/root/bucket4/subatoms-tweezed-long.mp4,47
1088,/root/bucket2/caravaneer-trevisses-short.mp4,23
124,/videos/2020-02-04/caravaneer-trevisses-long.mp4,55
787,/root/bucket1/uranite-apolipoprotein-short.mp4,27
1033,/videos/2020-02-02/uranite-apolipoprotein-long.mp4,53
1989,/videos/2020-02-04/boozing-mispenned-short.mp4,17
114,/videos/2020-02-04/boozing-mispenned-long.mp4,60
1578,/root/bucket3/linocuts-phlebosclerosis-short.mp4,24
1317,/root/bucket1/linocuts-phlebosclerosis-long.mp4,29
1648,/root/bucket1/brik-skeptically-short.mp4,29
526,/root/bucket2/brik-skeptically-long.mp4,54
601,/videos/2020-02-01/glueball-tache-short.mp4,17
621,/media/glueball-tache-long.mp4,54
383,/videos/2020-02-01/missionisations-hypercharging-short.mp4,16
643,/videos/2020-02-02/missionisations-hypercharging-long.mp4,49
1872,/videos/2020-02-03/exploited-conkers-short.mp4,11
1018,/root/bucket5/exploited-conkers-long.mp4,45
1842,/root/bucket2/influential-screensaver-short.mp4,9
605,/root/bucket2/influential-screensaver-long.mp4,46
1407,/root/bucket4/asquat-waybreads-short.mp4,12
17,/videos/2020-02-02/asquat-waybreads-long.mp4,54
305,/root/bucket3/antefixes-creation-short.mp4,29
1712,/videos/2020-02-02/antefixes-creation-long.mp4,49
1111,/root/bucket3/bankrollers-orientalized-short.mp4,18
1944,/root/bucket1/bankrollers-orientalized-long.mp4,31
439,/media/sensationalism-outblessing-short.mp4,30
538,/root/bucket2/sensationalism-outblessing-long.mp4,39
1986,/root/bucket3/bodkins-belace-short.mp4,9
115,/videos/2020-02-04/bodkins-belace-long.mp4,31
1056,/videos/2020-02-02/manchineel-yellings-short.mp4,12
471,/videos/2020-02-02/manchineel-yellings-long.mp4,41
750,/root/bucket5/unperches-lameds-short.mp4,28
819,/root/bucket1/unperches-lameds-long.mp4,45
354,/videos/2020-02-02/misstruck-torturously-short.mp4,11
1717,/videos/2020-02-03/misstruck-torturously-long.mp4,50
1455,/videos/2020-02-01/spinous-objectifying-short.mp4,24
811,/root/bucket2/spinous-objectifying-long.mp4,51
825,/videos/2020-02-03/outbegs-hardbeams-short.mp4,13
303,/videos/2020-02-04/outbegs-hardbeams-long.mp4,30
1361,/root/bucket3/snifting-synchronical-short.mp4,27
1671,/root/bucket2/snifting-synchronical-long.mp4,30
494,/root/bucket5/rheumic-tiresomenesses-short.mp4,23
1618,/media/rheumic-tiresomenesses-long.mp4,27
1576,/root/bucket4/mattoids-coryluses-short.mp4,9
1531,/root/bucket2/mattoids-coryluses-long.mp4,60
1094,/videos/2020-02-02/leaflessnesses-exacts-short.mp4,11
1562,/videos/2020-02-01/leaflessnesses-exacts-long.mp4,27
1340,/root/bucket1/chemoautotroph-benignantly-short.mp4,26
608,/videos/2020-02-04/chemoautotroph-benignantly-long.mp4,40
1696,/root/bucket3/postorbital-magnanimity-short.mp4,22
244,/root/bucket2/postorbital-magnanimity-long.mp4,58
502,/root/bucket4/entrailing-covalently-short.mp4,26
761,/videos/2020-02-03/entrailing-covalently-long.mp4,26
154,/root/bucket4/experience-goulashes-short.mp4,13
1185,/videos/2020-02-02/experience-goulashes-long.mp4,57
1384,/videos/2020-02-04/clartier-halutzim-short.mp4,29
1797,/root/bucket2/clartier-halutzim-long.mp4,55
1441,/root/bucket3/subbranches-spatially-short.mp4,26
1050,/root/bucket5/subbranches-spatially-long.mp4,42
1192,/root/bucket5/desexualizations-porchettas-short.mp4,21
1890,/videos/2020-02-01/desexualizations-porchettas-long.mp4,35
1783,/root/bucket5/sangar-disintricates-short.mp4,17
897,/root/bucket3/sangar-disintricates-long.mp4,43
240,/videos/2020-02-03/centrefolds-churr-short.mp4,21
1596,/root/bucket2/centrefolds-churr-long.mp4,36
359,/videos/2020-02-02/hapuku-directedness-short.mp4,25
881,/root/bucket4/hapuku-directedness-long.mp4,33
267,/root/bucket4/grievingly-homilists-short.mp4,27
1871,/root/bucket1/grievingly-homilists-long.mp4,58
1926,/videos/2020-02-02/numbers-routers-short.mp4,28
991,/root/bucket4/numbers-routers-long.mp4,47
1360,/videos/2020-02-04/tressours-pickin-short.mp4,11
1312,/videos/2020-02-03/tressours-pickin-long.mp4,28
125,/root/bucket5/lepidopterists-dipshits-short.mp4,9
1059,/videos/2020-02-02/lepidopterists-dipshits-long.mp4,46
513,/root/bucket1/occasioners-gaspereaus-short.mp4,16
855,/videos/2020-02-04/occasioners-gaspereaus-long.mp4,25
757,/root/bucket5/zhomo-hawkishly-short.mp4,26
1582,/media/zhomo-hawkishly-long.mp4,46
810,/root/bucket1/ignitibilities-agatized-short.mp4,11
1639,/root/bucket3/ignitibilities-agatized-long.mp4,44
50,/videos/2020-02-01/dystocia-decelerators-short.mp4,11
1428,/root/bucket2/dystocia-decelerators-long.mp4,25
972,/videos/2020-02-02/sectarian-unnilquadiums-short.mp4,14
695,/root/bucket1/sectarian-unnilquadiums-long.mp4,32
780,/videos/2020-02-04/parrs-silviculturally-short.mp4,26
20,/videos/2020-02-03/parrs-silviculturally-long.mp4,43
1632,/root/bucket1/blotchiest-fatalist-short.mp4,21
1306,/root/bucket1/blotchiest-fatalist-long.mp4,40
1430,/media/braza-orramen-short.mp4,18
613,/videos/2020-02-01/braza-orramen-long.mp4,38
1229,/videos/2020-02-01/calathi-pend-short.mp4,24
1154,/videos/2020-02-03/calathi-pend-long.mp4,26
735,/root/bucket3/sinologist-weathercaster-short.mp4,23
376,/videos/2020-02-04/sinologist-weathercaster-long.mp4,53
703,/root/bucket4/brigalows-banditry-short.mp4,8
669,/videos/2020-02-02/brigalows-banditry-long.mp4,45
1756,/root/bucket4/vermiculated-glitterier-short.mp4,18
945,/root/bucket3/vermiculated-glitterier-long.mp4,57
1490,/media/maggs-docksides-short.mp4,23
1012,/root/bucket2/maggs-docksides-long.mp4,43
282,/videos/2020-02-01/incumberingly-teapoys-short.mp4,17
701,/videos/2020-02-01/incumberingly-teapoys-long.mp4,37
127,/videos/2020-02-04/communitaires-enchasers-short.mp4,27
1529,/videos/2020-02-04/communitaires-enchasers-long.mp4,56
1466,/media/apyrexia-corrigibilities-short.mp4,15
1704,/videos/2020-02-04/apyrexia-corrigibilities-long.mp4,44
422,/root/bucket3/outpupils-windsuckers-short.mp4,13
738,/root/bucket1/outpupils-windsuckers-long.mp4,54
1449,/videos/2020-02-02/dueled-antibioses-short.mp4,5
356,/root/bucket4/dueled-antibioses-long.mp4,28
69,/videos/2020-02-02/windborne-disgowned-short.mp4,26
1138,/root/bucket2/windborne-disgowned-long.mp4,37
818,/videos/2020-02-04/lonelier-disagreeables-short.mp4,13
515,/videos/2020-02-04/lonelier-disagreeables-long.mp4,27
113,/root/bucket2/salacious-outreigning-short.mp4,18
1365,/videos/2020-02-04/salacious-outreigning-long.mp4,53
1072,/media/villose-puftaloons-short.mp4,28
548,/root/bucket1/villose-puftaloons-long.mp4,59
1884,/videos/2020-02-03/gyrations-welshed-short.mp4,8
748,/media/gyrations-welshed-long.mp4,56
1436,/media/interdependently-dollarfishes-short.mp4,28
136,/root/bucket2/interdependently-dollarfishes-long.mp4,35
1288,/root/bucket5/aphelandras-diazomethanes-short.mp4,27
1214,/videos/2020-02-02/aphelandras-diazomethanes-long.mp4,54
1519,/root/bucket5/vulgarisers-reflags-short.mp4,23
1203,/root/bucket4/vulgarisers-reflags-long.mp4,59
1875,/root/bucket1/vesiculating-interconnexion-short.mp4,21
1429,/media/vesiculating-interconnexion-long.mp4,58
1769,/root/bucket4/unthreading-restuffed-short.mp4,10
1572,/root/bucket3/unthreading-restuffed-long.mp4,28
579,/videos/2020-02-02/sparteries-merchantable-short.mp4,14
1779,/videos/2020-02-02/sparteries-merchantable-long.mp4,46
386,/videos/2020-02-02/disgorge-subsampled-short.mp4,19
108,/media/disgorge-subsampled-long.mp4,29
503,/videos/2020-02-03/gamboling-careers-short.mp4,8
1643,/root/bucket1/gamboling-careers-long.mp4,44
173,/media/nonaddictive-mutinously-short.mp4,8
138,/videos/2020-02-01/nonaddictive-mutinously-long.mp4,45
1997,/videos/2020-02-04/plussing-isomere-short.mp4,22
1657,/videos/2020-02-01/plussing-isomere-long.mp4,25
1093,/root/bucket4/sloughy-acquisitive-short.mp4,18
193,/videos/2020-02-02/sloughy-acquisitive-long.mp4,26
670,/media/deadlocking-misdividing-short.mp4,24
824,/videos/2020-02-04/deadlocking-misdividing-long.mp4,51
170,/videos/2020-02-02/overheat-hetaerismic-short.mp4,15
1303,/videos/2020-02-04/overheat-hetaerismic-long.mp4,44
1478,/root/bucket3/gorilla-vicugnas-short.mp4,9
306,/root/bucket3/gorilla-vicugnas-long.mp4,42
658,/root/bucket1/bedights-amebiasis-short.mp4,7
1228,/videos/2020-02-02/bedights-amebiasis-long.mp4,42
467,/root/bucket1/signeurie-cotemporary-short.mp4,21
789,/media/signeurie-cotemporary-long.mp4,34
214,/root/bucket2/hydroponically-marbling-short.mp4,5
1518,/root/bucket2/hydroponically-marbling-long.mp4,37
1892,/media/binnacle-savablenesses-short.mp4,17
1178,/root/bucket2/binnacle-savablenesses-long.mp4,47
208,/root/bucket5/loggish-beelining-short.mp4,26
1967,/root/bucket5/loggish-beelining-long.mp4,39
619,/root/bucket5/mimmest-baldmoneys-short.mp4,25
961,/videos/2020-02-03/mimmest-baldmoneys-long.mp4,28
1729,/videos/2020-02-01/deportees-deliberates-short.mp4,24
465,/root/bucket2/deportees-deliberates-long.mp4,34
758,/videos/2020-02-01/hinges-caffeinic-short.mp4,8
1665,/root/bucket4/hinges-caffeinic-long.mp4,46
1718,/media/momzer-eloigns-short.mp4,6
963,/videos/2020-02-01/momzer-eloigns-long.mp4,25
435,/videos/2020-02-03/bluishness-subsequences-short.mp4,14
87,/root/bucket2/bluishness-subsequences-long.mp4,60
34,/videos/2020-02-03/shoder-muddleheadedly-short.mp4,16
