platform_id,video_id,watch_count,total_time_watched,price_per_watch
22,780,376726,9794876,0.47
160,1542,1997,81877,0.25
49,101,97036,5725124,0.38
19,228,109534,876272,0.43
161,435,1501,21014,0.17
158,967,1497,46407,0.17
23,1843,386856,10058256,0.3
156,1987,861388,41346624,0.19
159,1899,1505,58695,0.48
106,635,928331,51986536,0.12
160,226,2004,70140,0.17
109,361,171641,6350717,0.34
137,1305,333194,4664716,0.43
87,1590,259638,7269864,0.44
52,627,150823,1659053,0.37
134,1374,324936,12672504,0.22
158,1740,1503,58617,0.27
40,1204,71224,427344,0.44
58,1207,12660,151920,0.36
11,365,143999,7487948,0.45
160,564,2000,54000,0.23
162,283,1500,21000,0.29
67,1919,851022,37444968,0.21
158,488,1500,21000,0.42
156,1493,304186,11254882,0.18
146,58,630171,14493933,0.13
92,419,900824,36933784,0.48
58,134,53877,2370588,0.25
71,1026,359311,6826909,0.47
158,1649,1501,21014,0.31
11,1681,836545,47683065,0.12
35,552,764500,21406000,0.48
161,425,1501,49533,0.17
158,1928,1497,7485,0.43
112,469,267522,3210264,0.23
85,1281,502783,14077924,0.11
152,9,485098,18433724,0.48
160,752,2000,42000,0.22
158,203,1501,19513,0.11
158,1970,1507,25619,0.21
162,1017,1504,16544,0.13
119,768,930262,49303886,0.49
159,478,1509,54324,0.18
49,1643,882698,38838712,0.5
44,1505,15806,474180,0.44
158,792,1503,13527,0.28
30,1711,165475,4964250,0.14
5,1352,761084,22832520,0.27
162,1403,1505,27090,0.46
158,1228,1500,63000,0.18
38,766,400347,10809369,0.44
125,760,203469,10783857,0.23
162,1446,1495,55315,0.14
117,606,532575,3195450,0.47
57,1029,471847,15099104,0.4
13,191,640022,33281144,0.35
16,760,921543,48841779,0.37
109,1071,657417,10518672,0.5
31,58,218893,5034539,0.2
160,823,2001,28014,0.41
7,1593,723209,41946122,0.14
158,1130,1503,31563,0.32
64,1396,646886,12290834,0.15
30,1874,440814,11461164,0.27
15,1714,211903,3178545,0.18
159,304,1514,46934,0.24
21,404,301208,17168856,0.14
86,11,940822,23520550,0.28
159,979,1512,65016,0.15
158,1080,1502,19526,0.23
162,426,1503,46593,0.5
161,448,1501,75050,0.1
67,1853,734415,41127240,0.25
98,1213,217072,1953648,0.13
159,166,1509,40743,0.35
162,464,1497,25449,0.24
99,619,82656,2066400,0.35
111,1013,705903,20471187,0.17
161,1233,1501,72048,0.45
138,1194,909113,28182503,0.25
10,1418,8306,107978,0.29
85,1048,397790,9546960,0.22
108,1950,477039,16696365,0.19
23,360,325588,10744404,0.43
157,224,550303,8254545,0.49
111,192,799687,31987480,0.26
162,1757,1502,31542,0.32
162,341,1501,24016,0.39
38,282,549883,9348011,0.21
159,878,1510,52850,0.43
11,659,429357,22326564,0.27
157,1651,901752,52301616,0.45
76,1373,131790,4744440,0.5
22,1418,330168,4292184,0.46
130,326,138965,1667580,0.41
116,1659,240821,6502167,0.12
87,11,686815,17170375,0.27
159,810,1510,16610,0.33
162,22,1492,83552,0.36
49,733,112060,672360,0.26
161,569,1501,43529,0.23
81,406,690949,30401756,0.35
162,1684,1499,20986,0.46
161,760,1498,79394,0.37
3,565,966502,11598024,0.41
19,1932,215359,11414027,0.14
162,541,1501,90060,0.22
162,1496,1500,79500,0.31
114,555,167169,1838859,0.38
50,1980,805019,22540532,0.38
159,1794,1501,46531,0.33
42,856,628442,25137680,0.34
60,707,782758,20351708,0.22
30,944,16990,203880,0.39
42,1293,970584,39793944,0.29
158,1117,1498,74900,0.39
0,68,348231,19849167,0.15
90,1429,466260,27043080,0.46
86,1909,787352,32281432,0.27
158,684,1502,46562,0.24
161,946,1500,18000,0.21
158,1671,1499,44970,0.16
24,197,756923,35575381,0.36
161,362,1499,35976,0.37
105,989,403944,4443384,0.24
159,1374,1504,58656,0.44
158,1410,1496,38896,0.33
158,1516,1500,75000,0.44
158,104,1501,34523,0.45
159,1213,1507,13563,0.39
118,180,143481,1721772,0.48
159,67,1508,45240,0.14
76,1959,256725,12066075,0.36
155,702,349898,10496940,0.18
162,218,1503,39078,0.45
162,803,1498,41944,0.49
17,193,292957,7616882,0.36
62,1752,392963,7073334,0.19
46,240,135028,2835588,0.35
89,1675,840203,22685481,0.42
160,1441,1996,51896,0.4
161,1163,1499,19487,0.45
158,738,1497,80838,0.25
46,325,268394,2683940,0.16
162,1517,1503,46593,0.43
115,1827,962763,29845653,0.5
97,1616,854905,41890345,0.18
159,1849,1508,15080,0.42
30,1002,370175,2221050,0.15
122,549,997190,5983140,0.15
107,999,529109,14285943,0.33
81,1082,363457,5451855,0.34
44,1054,424674,9767502,0.28
158,156,1501,19513,0.41
159,847,1510,37750,0.31
6,1561,265245,1326225,0.31
114,1490,303832,6988136,0.26
147,520,969672,23272128,0.42
41,483,778169,23345070,0.46
8,165,85425,854250,0.47
69,1071,46973,751568,0.16
94,1630,138199,4145970,0.44
134,667,214181,3426896,0.27
162,1702,1499,22485,0.11
34,1730,796734,23105286,0.19
15,1940,968858,33910030,0.12
47,59,419866,20993300,0.28
138,133,856469,19698787,0.11
158,1297,1500,31500,0.47
137,1679,378625,4543500,0.23
85,419,448329,18381489,0.33
124,1825,854796,15386328,0.3
147,11,896941,22423525,0.31
160,234,1998,21978,0.2
161,482,1502,63084,0.12
161,714,1501,22515,0.22
154,1848,45741,1235007,0.13
93,579,187865,2630110,0.44
127,1205,524720,8920240,0.17
137,136,66856,2339960,0.23
130,1835,986981,15791696,0.19
162,1176,1497,43413,0.28
158,1707,1502,16522,0.17
159,160,1513,12104,0.37
161,1725,1502,61582,0.41
158,435,1504,21056,0.38
162,600,1499,59960,0.47
162,255,1503,22545,0.11
44,752,665007,13965147,0.16
40,75,229642,5741050,0.4
159,769,1507,25619,0.3
108,1725,529952,21728032,0.48
18,20,701664,30171552,0.21
159,1223,1514,39364,0.19
80,1193,461797,19395474,0.17
115,1061,677468,10162020,0.29
161,1711,1499,44970,0.42
161,625,1501,54036,0.37
162,870,1501,10507,0.1
162,1553,1502,64586,0.16
65,819,694005,31230225,0.31
58,104,218872,5034056,0.33
41,738,412077,22252158,0.28
25,613,764242,29041196,0.13
162,1289,1499,59960,0.18
155,1739,519066,3633462,0.18
158,950,1497,41916,0.39
160,637,2002,54054,0.36
160,1759,2003,58087,0.34
137,152,332527,19619093,0.26
160,1113,2002,46046,0.36
159,1088,1510,34730,0.12
103,1072,726932,20354096,0.13
12,1456,197502,6715068,0.24
96,12,860691,21517275,0.32
158,9,1502,57076,0.31
22,1703,951535,18079165,0.26
91,1047,433461,13003830,0.17
158,1659,1501,40527,0.26
152,1584,630628,11981932,0.22
56,1525,261188,14104152,0.12
159,1228,1507,63294,0.16
140,453,99152,2379648,0.2
63,641,689078,17916028,0.14
159,1738,1506,15060,0.45
32,938,680961,10214415,0.45
158,755,1503,28557,0.28
152,1931,30393,1367685,0.5
158,1235,1499,20986,0.48
0,139,786862,25179584,0.31
162,1864,1501,69046,0.5
84,1564,192113,9413537,0.14
162,1218,1500,51000,0.14
158,917,1502,31542,0.35
63,796,59859,2633796,0.1
160,728,2002,116116,0.41
162,1731,1499,46469,0.19
17,1136,210292,4836716,0.18
162,219,1499,77948,0.35
161,1689,1502,9012,0.26
145,1036,575836,17275080,0.18
16,969,859334,7734006,0.19
162,1939,1494,70218,0.3
50,1932,176481,9353493,0.35
18,1690,807946,8079460,0.47
8,1827,204480,6338880,0.1
57,580,794023,31760920,0.47
160,1053,2001,60030,0.24
154,416,76850,1075900,0.21
158,1227,1498,13482,0.27
118,199,444402,2666412,0.21
162,1572,1495,41860,0.13
159,292,1508,28652,0.4
162,47,1503,72144,0.37
159,1180,1514,90840,0.16
26,818,338469,4400097,0.27
32,1457,105979,2437517,0.47
160,112,1997,53919,0.4
95,984,830075,14941350,0.21
162,992,1502,25534,0.37
24,1532,161669,2910042,0.13
158,339,1503,49599,0.3
53,51,983733,26560791,0.17
146,547,517763,3624341,0.12
10,76,965234,27991786,0.11
162,1027,1499,23984,0.43
158,1680,1500,76500,0.27
67,1633,549919,14297894,0.36
158,668,1497,80838,0.22
159,1647,1515,60600,0.33
160,681,2005,50125,0.27
162,338,1499,80946,0.13
4,1696,529832,11656304,0.15
160,167,1997,69895,0.18
33,53,768787,36132989,0.44
162,1540,1505,18060,0.34
4,1792,573592,29253192,0.3
17,389,380196,16348428,0.32
57,1999,614353,8600942,0.29
158,73,1502,72096,0.15
62,1235,168226,2355164,0.11
52,140,511893,15868683,0.46
162,68,1501,85557,0.15
74,1187,973106,12650378,0.42
81,1716,24514,931532,0.45
5,562,402450,10463700,0.24
154,181,675558,25671204,0.39
72,718,969845,23276280,0.11
145,313,136421,3410525,0.1
161,1950,1494,52290,0.46
146,782,241070,6749960,0.39
158,1279,1500,30000,0.38
134,554,374331,11978592,0.21
159,765,1509,90540,0.22
99,1466,77841,1167615,0.37
135,1221,455326,8651194,0.4
160,1139,2004,50100,0.34
159,400,1511,16621,0.34
26,1052,865160,4325800,0.32
74,789,748133,25436522,0.39
120,712,842802,22755654,0.29
160,797,1997,29955,0.4
160,1040,1997,93859,0.27
3,1005,574952,5749520,0.21
162,247,1496,74800,0.38
158,791,1506,72288,0.46
162,1373,1497,53892,0.33
162,1699,1501,72048,0.34
83,462,651974,11735532,0.22
82,380,153355,4140585,0.18
114,1062,854335,21358375,0.48
162,864,1498,37450,0.22
112,362,25094,602256,0.2
126,1430,480486,8648748,0.48
162,1830,1502,33044,0.37
51,371,636259,17178993,0.32
138,656,990931,49546550,0.34
131,1952,232544,5813600,0.35
36,253,266777,13072073,0.37
31,1293,345560,14167960,0.23
107,1219,659048,34929544,0.13
158,1578,1502,36048,0.43
148,1649,392203,5490842,0.44
29,1495,807227,29060172,0.41
160,353,2000,58000,0.25
160,1315,2004,36072,0.42
159,1633,1509,39234,0.37
37,506,256421,1538526,0.33
86,1940,422521,14788235,0.27
161,1536,1496,55352,0.44
161,53,1504,70688,0.49
99,643,285863,14007287,0.29
159,639,1508,37700,0.27
160,1481,1999,95952,0.15
29,1629,872782,46257446,0.47
24,1279,122675,2453500,0.47
162,45,1503,60120,0.42
161,1954,1499,7495,0.19
159,328,1510,39260,0.36
159,945,1509,86013,0.2
158,825,1497,19461,0.21
61,334,160690,8355880,0.44
145,925,167146,4345796,0.37
117,660,780728,26544752,0.46
89,1418,951786,12373218,0.12
11,1978,374296,10854584,0.25
162,485,1497,79341,0.13
102,1658,58384,1751520,0.18
159,1030,1512,22680,0.12
133,73,831694,39921312,0.42
58,877,246338,14041266,0.45
153,147,566667,8500005,0.22
21,1784,281823,9581982,0.28
39,917,827763,17383023,0.42
35,475,428134,15412824,0.35
92,1509,490259,24022691,0.4
108,730,989307,38582973,0.25
161,791,1502,72096,0.41
33,293,592282,5330538,0.39
69,1701,43468,1912592,0.21
99,720,675397,10806352,0.21
160,1173,2001,30015,0.11
160,1365,2000,106000,0.25
38,218,737061,19163586,0.45
50,108,983834,28531186,0.37
162,742,1500,57000,0.32
161,1141,1501,10507,0.42
162,194,1500,60000,0.34
160,232,2001,102051,0.35
161,1434,1499,58461,0.31
137,1612,86521,3374319,0.37
109,19,893017,7144136,0.3
9,1556,637651,32520201,0.47
158,1379,1498,62916,0.2
92,207,144574,2168610,0.11
157,1569,897405,33203985,0.16
4,1900,220616,1323696,0.39
59,1358,709863,14197260,0.31
162,498,1498,13482,0.42
13,1066,766564,32962252,0.39
93,1691,280303,13454544,0.38
99,491,529458,30179106,0.19
47,671,344563,19640091,0.27
85,1535,689323,13097137,0.23
161,1631,1501,12008,0.47
62,1108,765977,45192643,0.4
11,1799,776508,35719368,0.16
149,751,937197,42173865,0.29
161,1945,1496,82280,0.1
159,1031,1510,15100,0.28
113,694,799851,19196424,0.39
160,1644,1994,59820,0.34
50,1408,234762,2347620,0.18
41,514,397168,12312208,0.29
19,183,322743,7745832,0.26
162,1847,1501,31521,0.27
28,1948,761145,27401220,0.45
23,1680,243273,12406923,0.34
8,1486,874868,33244984,0.27
6,1612,806450,31451550,0.34
158,46,1502,60080,0.43
52,1599,362150,2535050,0.19
160,1893,2003,84126,0.23
161,649,1501,52535,0.42
34,1993,972481,25284506,0.41
162,1338,1505,63210,0.45
81,1710,668302,11361134,0.27
82,187,766054,6128432,0.12
157,424,827109,23986161,0.48
161,207,1503,22545,0.22
93,649,159040,5566400,0.43
160,500,2000,76000,0.47
145,1674,463022,7408352,0.5
89,1072,49750,1393000,0.13
154,1697,813928,27673552,0.24
155,1101,472106,27382148,0.48
74,1416,685673,30855285,0.18
52,128,821047,30378739,0.29
70,6,825351,33014040,0.5
99,1134,599686,12593406,0.39
24,1217,368052,7361040,0.29
158,1096,1496,89760,0.39
119,110,125758,6413658,0.42
18,760,401137,21260261,0.48
122,1426,602673,4218711,0.35
161,929,1500,84000,0.38
161,1798,1504,42112,0.44
71,1887,817484,40874200,0.45
15,1059,698340,32123640,0.24
20,782,856946,23994488,0.48
159,1750,1515,13635,0.17
57,1762,381690,11069010,0.17
104,1394,83634,2341752,0.43
34,13,320236,13770148,0.12
100,684,138419,4290989,0.17
98,1622,893706,40216770,0.46
160,1976,2002,36036,0.47
82,1653,282648,14697696,0.47
23,717,277555,6106210,0.32
19,1626,564494,8467410,0.4
120,614,54058,378406,0.17
73,1512,345862,17293100,0.31
91,855,208853,5221325,0.11
86,1043,455619,11390475,0.38
160,1960,1994,27916,0.46
16,656,602473,30123650,0.41
70,55,264834,4767012,0.32
28,1524,961369,21150118,0.33
160,348,2001,10005,0.25
162,1228,1499,62958,0.19
74,1845,532549,27159999,0.12
162,645,1500,31500,0.32
125,319,561130,8978080,0.17
61,527,443869,3550952,0.4
162,325,1497,14970,0.48
162,867,1499,73451,0.12
141,359,385573,9639325,0.28
159,264,1508,46748,0.47
134,580,907817,36312680,0.2
136,1590,691571,19363988,0.14
48,66,574889,31044006,0.19
54,1298,686069,12349242,0.22
160,1511,2001,82041,0.33
162,768,1502,79606,0.29
125,1750,578048,5202432,0.3
139,1451,5680,51120,0.27
161,580,1496,59840,0.32
1,593,578220,5203980,0.31
158,1983,1499,64457,0.2
158,642,1501,49533,0.4
105,1874,247676,6439576,0.33
158,822,1502,12016,0.24
159,9,1511,57418,0.14
162,1000,1496,40392,0.46
147,964,591651,33132456,0.15
159,281,1513,90780,0.19
47,546,707128,16263944,0.23
160,517,2002,32032,0.2
102,377,674961,5399688,0.49
132,755,409797,7786143,0.12
76,620,889420,22235500,0.26
159,747,1507,90420,0.49
124,1762,72140,2092060,0.48
146,92,8751,236277,0.39
138,1067,848923,43295073,0.47
129,564,799018,21573486,0.36
100,15,67128,1812456,0.49
96,776,763474,26721590,0.48
91,73,832702,39969696,0.44
129,1958,126785,4691045,0.43
18,1731,650460,20164260,0.4
7,1709,201313,8857772,0.41
160,1201,1999,91954,0.26
46,954,67026,2144832,0.36
38,194,1293,51720,0.42
142,1000,858797,23187519,0.23
109,771,958339,17250102,0.19
161,309,1504,40608,0.22
159,1349,1506,63252,0.46
112,1698,973724,48686200,0.25
32,1020,652605,28714620,0.45
78,1645,841042,21867092,0.49
138,1260,599152,14379648,0.29
157,1498,164518,8225900,0.23
136,1385,148078,7403900,0.28
78,1780,536019,25728912,0.23
62,778,29429,323719,0.42
63,1443,60945,3047250,0.31
160,672,2000,60000,0.3
62,728,712238,41309804,0.45
53,458,81246,3981054,0.23
126,1294,726724,7993964,0.19
93,937,447232,5366784,0.37
119,28,42721,1409793,0.46
138,1659,497372,13429044,0.26
57,766,241803,6528681,0.15
21,410,983941,23614584,0.27
162,4,1499,29980,0.15
98,1330,622770,13078170,0.41
43,1246,409509,10647234,0.22
83,425,179302,5916966,0.1
131,676,546080,28942240,0.22
162,676,1498,79394,0.41
80,1646,808373,35568412,0.29
162,1951,1501,79553,0.17
68,1969,604732,13908836,0.28
161,72,1505,51170,0.49
108,1579,900690,18914490,0.4
93,235,327537,5568129,0.33
65,1940,535479,18741765,0.3
30,1502,995798,4978990,0.29
145,742,172134,6541092,0.42
31,1319,669214,17399564,0.32
124,1812,388417,18255599,0.2
3,477,110333,4413320,0.38
159,1634,1511,51374,0.44
162,1559,1496,11968,0.15
129,1073,594200,4159400,0.42
118,250,382388,5353432,0.11
160,1265,1999,95952,0.22
102,195,980587,14708805,0.39
74,1557,288898,8666940,0.45
117,1993,999726,25992876,0.41
16,67,115110,3453300,0.19
29,1384,522551,15153979,0.38
38,94,570773,31963288,0.33
45,29,59423,3565380,0.32
3,1115,593243,14237832,0.21
161,316,1500,73500,0.47
111,1324,647602,16190050,0.25
138,44,973480,4867400,0.22
162,709,1504,58656,0.33
158,1137,1499,70453,0.43
63,64,426140,7244380,0.32
161,1938,1504,49632,0.18
39,492,948237,54049509,0.49
96,1093,994847,17907246,0.14
137,68,537645,30645765,0.46
157,661,91479,2378454,0.47
61,786,420461,10511525,0.23
11,1046,285683,3142513,0.35
98,403,894073,7152584,0.41
11,1466,168870,2533050,0.46
111,21,841403,11779642,0.35
105,373,501870,3513090,0.41
160,785,2002,58058,0.24
68,1620,37660,301280,0.23
7,1,844777,47307512,0.29
125,1511,302603,12406723,0.18
44,316,884030,43317470,0.39
72,485,720690,38196570,0.14
158,1419,1501,36024,0.42
158,1441,1495,38870,0.27
95,999,141339,3816153,0.16
6,97,497270,29836200,0.28
162,876,1506,40662,0.39
10,607,331850,13605850,0.42
160,138,2004,90180,0.17
162,1058,1497,41916,0.25
159,1348,1506,37650,0.34
64,183,646495,15515880,0.46
161,1045,1497,32934,0.29
11,1714,818335,12275025,0.36
31,986,440273,14088736,0.5
162,605,1503,69138,0.33
128,1231,338227,2367589,0.16
160,840,1999,37981,0.32
162,1888,1501,87058,0.46
35,1696,661908,14561976,0.4
16,471,287897,11803777,0.37
158,1285,1495,37375,0.19
17,1548,57665,1729950,0.3
160,1784,1996,67864,0.36
58,1334,572002,10296036,0.14
159,9,1508,57304,0.33
38,300,857828,17156560,0.31
120,995,915309,23798034,0.19
158,411,1502,43558,0.27
110,1888,389148,22570584,0.12
161,1901,1506,67770,0.11
161,746,1494,62748,0.42
142,1369,970440,38817600,0.33
50,538,308683,12038637,0.47
117,347,471661,22168067,0.34
161,453,1499,35976,0.4
74,1960,312182,4370548,0.22
160,1460,2004,56112,0.24
161,100,1503,42084,0.21
80,1743,693675,4855725,0.13
154,463,136072,3946088,0.39
160,631,2002,64064,0.36
158,147,1504,22560,0.4
127,84,843309,25299270,0.35
111,1575,778035,8558385,0.46
147,1331,482421,24603471,0.33
127,1993,116716,3034616,0.43
56,469,266192,3194304,0.1
126,838,365115,21906900,0.42
158,1884,1502,12016,0.35
29,163,107762,5172576,0.49
33,596,939811,11277732,0.33
160,1421,1999,19990,0.21
161,1887,1500,75000,0.36
38,1695,106873,2351206,0.49
14,866,242817,10683948,0.3
101,1087,759964,36478272,0.2
141,946,369015,4428180,0.32
143,699,127874,5114960,0.19
32,305,777373,22543817,0.34
9,1345,478511,17226396,0.34
19,749,557360,12261920,0.35
158,1921,1498,56924,0.18
1,109,267150,6945900,0.4
160,777,2003,112168,0.33
24,1044,484845,23757405,0.28
158,1055,1499,20986,0.38
162,216,1507,18084,0.18
57,687,212122,5515172,0.14
90,1569,28860,1067820,0.43
135,1645,223875,5820750,0.11
161,1565,1504,39104,0.35
145,1809,374127,6360159,0.14
159,1944,1510,46810,0.13
37,1938,647604,21370932,0.26
121,1849,462386,4623860,0.18
159,60,1512,9072,0.1
28,1344,829364,23222192,0.22
144,1146,296594,11270572,0.21
70,1681,444401,25330857,0.13
138,1895,995660,18917540,0.14
36,695,677179,21669728,0.48
2,1978,151894,4404926,0.15
162,640,1502,40554,0.42
78,756,697499,19529972,0.4
52,165,763818,7638180,0.29
129,1002,222947,1337682,0.11
161,531,1499,40473,0.3
157,1334,28239,508302,0.22
162,472,1499,74950,0.44
160,1959,2006,94282,0.47
161,1429,1501,87058,0.25
91,1843,626757,16295682,0.15
161,1461,1498,44940,0.48
6,1777,53994,377958,0.47
89,1921,318752,12112576,0.36
161,1306,1500,60000,0.2
161,373,1499,10493,0.17
161,1637,1507,24112,0.42
158,1553,1502,64586,0.39
0,757,272432,7083232,0.36
35,1736,446457,4464570,0.2
132,1707,119549,1315039,0.34
45,74,263880,6860880,0.21
142,418,805501,37053046,0.49
158,91,1504,15040,0.44
50,490,686871,24727356,0.3
159,62,1513,80189,0.15
89,1150,669001,19401029,0.28
143,585,858383,5150298,0.4
132,944,753850,9046200,0.16
81,1829,799826,33592692,0.17
76,430,676507,16912675,0.33
159,767,1515,81810,0.17
19,1572,246966,6915048,0.19
135,784,543859,6526308,0.17
100,571,590234,14755850,0.47
159,753,1514,68130,0.35
1,1296,916083,24734241,0.32
158,482,1498,62916,0.35
26,1857,745479,5963832,0.39
139,1011,675919,37851464,0.38
32,351,701096,16125208,0.13
125,1722,164947,824735,0.29
121,1931,997054,44867430,0.25
55,653,830905,9970860,0.4
162,1460,1506,42168,0.4
141,1612,543381,21191859,0.28
54,1787,553117,6637404,0.34
11,55,829335,14928030,0.1
158,1137,1497,70359,0.17
25,769,952522,16192874,0.3
157,805,193881,9500169,0.27
143,605,266355,12252330,0.19
148,828,711391,18496166,0.46
108,859,412724,6190860,0.17
39,1342,934333,20555326,0.11
9,456,112632,2928432,0.39
87,857,386201,11972231,0.3
68,1263,217426,7609910,0.45
3,1433,414777,6221655,0.41
160,1713,2000,80000,0.42
158,1320,1501,51034,0.24
22,1763,812845,5689915,0.36
145,1751,434010,22134510,0.21
161,1970,1497,25449,0.13
124,1056,529586,6355032,0.2
159,1840,1512,43848,0.31
160,854,1998,21978,0.26
160,339,2000,66000,0.33
161,280,1503,54108,0.25
116,1723,422920,5920880,0.35
150,348,263260,1316300,0.14
99,1988,612461,19598752,0.46
160,453,2005,48120,0.32
161,1852,1502,24032,0.13
162,230,1497,43413,0.18
160,1541,1999,31984,0.34
161,1890,1500,52500,0.32
160,1527,2002,24024,0.14
121,1034,175422,10349898,0.16
124,1709,570806,25115464,0.24
160,1559,1999,15992,0.18
156,1512,218845,10942250,0.17
151,1971,408762,10219050,0.34
161,1343,1502,34546,0.49
102,582,368068,14722720,0.41
84,324,750699,12011184,0.22
161,825,1499,19487,0.39
53,813,90469,1085628,0.3
11,1274,211252,5070048,0.32
126,1767,924825,55489500,0.21
39,763,396462,3964620,0.48
145,1339,995330,51757160,0.39
75,1829,131719,5532198,0.3
162,894,1504,30080,0.18
153,1207,961952,11543424,0.38
131,587,136274,1907836,0.38
18,1269,908139,10897668,0.11
161,1262,1497,44910,0.47
162,1951,1498,79394,0.12
162,1450,1500,37500,0.48
41,1474,766377,11495655,0.33
93,1494,435137,19581165,0.21
104,1427,417878,10029072,0.15
158,1345,1503,54108,0.2
159,1525,1506,81324,0.38
61,160,115317,922536,0.43
129,1,988641,55363896,0.4
89,57,529358,4764222,0.41
14,1284,350021,8400504,0.19
158,1820,1503,37575,0.44
6,1284,511434,12274416,0.48
38,1758,527058,15284682,0.24
2,233,708179,13455401,0.26
159,45,1508,60320,0.13
128,785,626322,18163338,0.37
126,1488,26937,538740,0.28
161,1405,1497,43413,0.14
158,708,1504,46624,0.33
158,1675,1501,40527,0.29
78,1095,386718,22429644,0.43
133,1191,10850,271250,0.45
159,1417,1513,87754,0.42
146,1224,708785,14175700,0.44
153,179,578119,3468714,0.12
62,45,276159,11046360,0.26
120,1679,462767,5553204,0.15
151,1728,689897,22766601,0.25
84,1019,328502,1642510,0.17
158,165,1495,14950,0.41
113,1696,568404,12504888,0.16
56,559,627057,13795254,0.35
57,1554,628897,25155880,0.38
160,1678,2001,66033,0.27
48,572,345504,8637600,0.29
49,180,352158,4225896,0.11
139,263,702063,37209339,0.44
57,919,860249,44732948,0.38
117,803,600991,16827748,0.27
31,1908,749746,9746698,0.48
59,1225,850676,10208112,0.27
122,1559,924843,7398744,0.32
97,1439,696489,25770093,0.29
51,1001,958729,4793645,0.27
161,1728,1501,49533,0.33
7,1752,482279,8681022,0.37
150,836,315006,15120288,0.35
83,628,439387,4833257,0.13
68,135,791967,41182284,0.33
102,212,612413,20822042,0.15
159,529,1516,83380,0.25
149,1237,14020,266380,0.41
123,64,744104,12649768,0.12
28,1028,713270,11412320,0.48
41,681,87399,2184975,0.21
70,477,428074,17122960,0.14
159,743,1506,40662,0.28
139,665,305277,7021371,0.24
158,87,1496,89760,0.19
158,1675,1502,40554,0.23
159,361,1506,55722,0.12
116,1098,433369,2600214,0.46
159,1040,1511,71017,0.11
61,1846,553780,24920100,0.33
159,399,1509,81486,0.12
159,1257,1511,42308,0.11
160,804,1996,21956,0.29
106,309,872829,23566383,0.27
161,1797,1501,82555,0.24
85,1518,147580,5460460,0.46
74,814,451402,19861688,0.17
160,1676,1994,21934,0.42
88,1248,163308,7022244,0.17
159,681,1513,37825,0.22
29,1047,31323,939690,0.46
105,1597,168546,842730,0.22
37,707,778896,20251296,0.43
30,883,774304,37166592,0.11
161,1714,1505,22575,0.48
78,1981,26215,602945,0.12
154,1355,566994,20411784,0.49
56,538,13388,522132,0.36
116,1699,243435,11684880,0.1
94,1564,406312,19909288,0.28
162,1921,1498,56924,0.45
112,1248,294774,12675282,0.12
90,872,155332,8232596,0.14
147,1988,556704,17814528,0.21
47,1998,333216,10329696,0.43
63,535,473390,4260510,0.42
79,1293,640538,26262058,0.4
62,1751,129837,6621687,0.41
76,641,323809,8419034,0.25
37,560,245087,13724872,0.16
111,1862,117586,2822064,0.47
161,173,1500,12000,0.31
51,395,909790,26383910,0.28
162,1389,1498,29960,0.44
158,967,1499,46469,0.48
141,1300,42255,1014120,0.44
83,105,182998,4208954,0.3
161,1473,1506,87348,0.19
159,1953,1514,10598,0.17
152,1153,454581,3182067,0.3
162,351,1498,34454,0.17
94,166,81197,2192319,0.19
101,1154,395039,10271014,0.39
47,1193,449788,18891096,0.15
45,1553,888088,38187784,0.13
120,12,251697,6292425,0.15
161,1555,1498,34454,0.23
146,587,703919,9854866,0.28
160,1016,1997,103844,0.25
127,1655,377340,15093600,0.27
161,967,1497,46407,0.18
119,1200,621226,35409882,0.21
55,475,406322,14627592,0.18
158,1262,1498,44940,0.48
107,1079,635648,5720832,0.31
15,1707,977964,10757604,0.34
160,1690,2001,20010,0.17
162,1418,1495,19435,0.15
107,1558,409586,3276688,0.27
151,1931,698755,31443975,0.34
75,1888,829467,48109086,0.19
10,661,941028,24466728,0.19
147,1137,677246,31830562,0.14
129,1251,73692,1031688,0.27
127,1380,856935,21423375,0.3
96,1994,471967,7551472,0.5
35,397,852115,24711335,0.49
158,1831,1496,38896,0.21
161,1912,1503,12024,0.3
84,965,145971,4379130,0.4
74,244,810770,47024660,0.39
160,1619,1999,45977,0.36
56,1260,188620,4526880,0.28
162,144,1503,82665,0.23
83,809,776063,24834016,0.22
64,467,952380,19999980,0.24
161,1678,1500,49500,0.44
162,1436,1504,42112,0.2
162,1451,1504,13536,0.18
159,1616,1508,73892,0.25
112,1509,257732,12628868,0.15
160,898,1996,75848,0.43
109,1929,813715,23597735,0.46
158,1532,1502,27036,0.13
158,327,1501,54036,0.38
142,553,450321,4503210,0.36
113,1679,866001,10392012,0.18
158,1364,1502,34546,0.15
127,1119,452108,24413832,0.22
15,1806,905963,29896779,0.27
145,1048,743825,17851800,0.27
158,1511,1499,61459,0.22
71,1783,57077,970309,0.31
89,195,576366,8645490,0.32
42,434,371371,6684678,0.47
21,1004,394731,12631392,0.37
160,881,2000,66000,0.45
44,750,212022,5936616,0.45
158,1638,1500,82500,0.38
4,5,491110,13259970,0.15
158,425,1499,49467,0.27
111,1449,484173,2420865,0.13
131,1959,565907,26597629,0.28
162,884,1497,22455,0.12
27,1388,14794,295880,0.49
28,1443,58624,2931200,0.45
94,276,995501,42806543,0.47
41,799,876760,26302800,0.35
162,1282,1499,22485,0.5
